VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,ClienteNombre,GeneroCliente,EdadCliente,EmailCliente,TelefonoCliente,DireccionCliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta,AñoVenta,MesVenta
28808,18/09/2018,03:45 a. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Hugo Goyo Asensio Pino,M,41,hugo22@gmail.com,+34874 57 97 88,cll 52 #10-87,Tarjeta Crédito,Asus VivoBook 15,Asus,2,2400000,4800000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,HP Envy 13,HP,20.0,40000000.0,80000000.0,0,200000000,2018,9
28809,20/05/2025,02:49 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Jacinto Jove Cerezo,M,42,jacinto24@gmail.com,+34885 82 22 74,cll 11 #62-92,Transferencia,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Dell Alienware m15,Dell,10.0,80000000.0,80000000.0,Apple MacBook Pro 14,Apple,20.0,80000000.0,160000000.0,15,227800000,2025,5
28810,18/09/2019,11:41 a. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Marco Salvador Landa,M,48,marco64@gmail.com,+34 921880928,cll 99 #72-57,Transferencia,HP Spectre x360,HP,1,5200000,5200000,Asus ZenBook 14,Asus,10.0,38000000.0,38000000.0,,,,,,0,90000000,2019,9
28811,11/03/2023,05:20 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Adriana Barón Estévez,F,37,adriana25@gmail.com,+34873 908 114,cll 49 #73-11,Transferencia,Asus VivoBook 15,Asus,2,2400000,4800000,Apple MacBook Air M1,Apple,10.0,55000000.0,55000000.0,Apple MacBook Pro 14,Apple,10.0,80000000.0,80000000.0,0,183000000,2023,3
28812,09/11/2019,12:47 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Javi Villalonga Niño,M,40,javi78@hotmail.com,+34923 79 87 10,cra 12 #81-53,Billetera Digital,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,,,,,,5,140600000,2019,11
28813,07/07/2025,09:54 a. m.,TechCore Bogotá #1,Bogotá,Aura del Bermúdez,Julie Lumbreras Cepeda,F,21,julie29@yahoo.com,+34820453557,cra 93 #95-90,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,,,,,,15,265200000,2025,7
28814,01/08/2020,06:35 a. m.,TechCore Medellín #1,No especificado,Ibán López Córdoba,Sebastián Luz Múgica,M,18,sebastián27@gmail.com,+34 985 582 371,cra 44 #60-28,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,,,,,,,,,,,0,112000000,2020,8
28815,09/10/2016,01:24 a. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Chema Juliá Campo,M,45,chema47@yahoo.com,+34825 505 883,cll 71 #53-53,Tarjeta Débito,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,,,,,,,,,,,15,122400000,2016,10
28816,07/11/2017,02:35 a. m.,TechCore Cali,No especificado,Clímaco Salinas Zabaleta,Nacho del Molina,M,23,nacho66@hotmail.com,+34948 19 58 96,cra 68 #15-83,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,0,104000000,2017,11
28817,31/08/2023,03:16 p. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Tatiana Frutos Arranz,F,44,No especificado,+34 843205369,cra 38 #48-56,Transferencia,Asus ROG Strix G15,Asus,2,6400000,12800000,,,,,,,,,,,0,128000000,2023,8
28818,12/12/2016,05:44 a. m.,TechCore Cali,Cali,Florencio Iker Vara Nebot,Ignacio Quesada Jove,M,44,ignacio19@gmail.com,+34 928354786,cra 32 #41-69,Tarjeta Débito,HP Pavilion 15,HP,2,3500000,7000000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,5,214700000,2016,12
28819,01/05/2025,08:46 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Fabiana Frutos Cabrera,F,35,fabiana66@gmail.com,+34833 019 691,cra 5 #70-32,Efectivo,Asus VivoBook 15,Asus,1,2400000,2400000,,,,,,,,,,,0,24000000,2025,5
28820,07/04/2025,06:39 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Reyes Garay Llopis,F,29,reyes34@gmail.com,+34880 501 011,cll 85 #67-67,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,,,,,,0,102000000,2025,4
28821,02/02/2023,04:46 p. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Adriana Mónica Porras Araujo,F,37,adriana39@hotmail.com,+34 973220139,cll 5 #89-77,Efectivo,Dell Latitude 7420,Dell,1,5600000,5600000,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,,,,,,15,85000000,2023,2
28822,02/06/2018,12:10 p. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Aristides Garriga Laguna,M,33,aristides54@hotmail.com,+34 833734181,cra 34 #99-59,Tarjeta Crédito,Dell Inspiron 15,Dell,2,3000000,6000000,,,,,,,,,,,0,60000000,2018,6
28823,03/03/2025,11:20 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Herminio Carpio Martorell,M,30,herminio58@gmail.com,+34 900 532 208,cra 84 #99-76,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,,,,,,0,140000000,2025,3
28824,09/06/2019,06:47 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Lourdes Cámara Aroca,F,39,lourdes93@gmail.com,+34827894575,cll 81 #37-70,Tarjeta Débito,Dell Alienware m15,Dell,2,8000000,16000000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,HP Spectre x360,HP,20.0,52000000.0,104000000.0,0,376000000,2019,6
28825,25/10/2016,12:10 a. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Candelas Huerta,F,44,candelas68@yahoo.com,+34 880994719,cll 22 #42-22,Tarjeta Crédito,Samsung Galaxy Book Flex,Samsung,2,5600000,11200000,Dell Alienware m15,Dell,20.0,80000000.0,160000000.0,,,,,,0,272000000,2016,10
28826,03/01/2023,05:34 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Juliana Meléndez Esparza,F,27,juliana3@gmail.com,+34 888 970 097,cra 5 #75-16,No especificado,Apple MacBook Pro 14,Apple,1,8000000,8000000,,,,,,,,,,,0,80000000,2023,1
28827,09/04/2015,05:28 p. m.,TechCore Cali,Cali,Basilio Marcos Barrena,Melania Vera Mendizábal Leal,F,47,melania53@gmail.com,+34887 243 909,cra 57 #34-7,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,Apple iMac 24,Apple,10.0,64000000.0,64000000.0,0,204000000,2015,4
28828,11/06/2024,08:57 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Loreto Sastre Alberto,M,29,loreto91@yahoo.com,+34607561976,cra 31 #55-67,Tarjeta Crédito,Dell Latitude 7420,Dell,1,5600000,5600000,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,Acer Predator Helios 300,Acer,20.0,56000000.0,112000000.0,0,360000000,2024,6
28829,03/12/2023,06:01 p. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Heriberto Tejera-Niño,M,47,heriberto98@gmail.com,+34 925 47 42 52,cll 71 #30-97,Tarjeta Crédito,Asus ZenBook 14,Asus,1,3800000,3800000,,,,,,,,,,,5,36100000,2023,12
28830,15/08/2015,10:45 a. m.,TechCore Cali,Cali,Basilio Marcos Barrena,Joaquín Goñi,M,36,joaquín11@yahoo.com,+34 923753159,cll 83 #30-43,No especificado,Samsung Galaxy Book Odyssey,Samsung,1,6800000,6800000,,,,,,,,,,,0,68000000,2015,8
28831,15/08/2018,11:03 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Natanael Apolinar Fajardo Pereira,M,49,natanael41@yahoo.com,+34878 16 60 11,cra 12 #76-15,Tarjeta Débito,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,,,,,,,,,,,0,144000000,2018,8
28832,26/01/2022,06:53 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Antonio de Mate,M,21,antonio12@yahoo.com,+34 900595270,cra 95 #97-34,Tarjeta Débito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,,,,,,0,140000000,2022,1
28833,25/12/2019,10:23 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Tito Ramirez Sobrino,M,26,tito28@gmail.com,+34 980 88 57 42,cll 84 #93-51,Tarjeta Crédito,Acer Aspire 5,Acer,1,2000000,2000000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,,,,,,1,111600000,2019,12
28834,08/02/2023,11:51 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Bonifacio Cerdá Vicente,M,38,bonifacio59@gmail.com,+34887009519,cll 78 #75-38,Billetera Digital,Asus ZenBook 14,Asus,2,3800000,7600000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,,,,,,0,104000000,2023,2
28835,16/10/2017,01:56 a. m.,TechCore Bogotá #1,Bogotá,María Belén Alegria Camps,Severo Arregui Sureda,M,19,severo76@gmail.com,+34926878348,cra 89 #20-51,Tarjeta Crédito,Dell Alienware m15,Dell,2,8000000,16000000,Acer Aspire 5,Acer,20.0,20000000.0,40000000.0,,,,,,0,200000000,2017,10
28836,06/08/2024,08:01 a. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Diana González Zapata,F,28,diana92@gmail.com,+34879 23 60 27,cll 4 #36-47,Transferencia,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,,,,,,,,,,,1,39600000,2024,8
28837,24/02/2022,04:34 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Clotilde Valverde Rosselló,F,25,clotilde54@gmail.com,+34 941405345,cll 9 #66-47,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,,,,,,,,,,,0,56000000,2022,2
28838,15/06/2017,11:43 a. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Brunilda Escudero Pallarès,F,28,brunilda95@yahoo.com,+34 960 48 59 65,cll 73 #22-84,Tarjeta Débito,HP Pavilion 15,HP,1,3500000,3500000,Asus VivoBook 15,Asus,20.0,24000000.0,48000000.0,MSI GF65 Thin,MSI,10.0,44000000.0,44000000.0,0,127000000,2017,6
28839,07/03/2016,01:07 p. m.,TechCore Pereira,Pereira,María Ramírez Pou,Maxi Cortina Carmona,M,39,maxi66@gmail.com,+34848783616,cll 52 #2-18,Transferencia,Samsung Galaxy Book Flex,Samsung,2,5600000,11200000,Acer Aspire 5,Acer,20.0,20000000.0,40000000.0,,,,,,0,152000000,2016,3
28840,09/03/2019,07:50 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Sergio del Maldonado,M,31,sergio48@yahoo.com,+34 975 641 704,cll 2 #19-7,Billetera Digital,HP Spectre x360,HP,1,5200000,5200000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,5,169100000,2019,3
28841,27/11/2015,08:05 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Édgar Victoriano Mateu Barbero,M,29,édgar25@hotmail.com,+34638 770 224,cra 92 #94-82,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,,,,,,1,100800000,2015,11
28842,19/02/2021,09:35 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Trinidad Zabala Montero,F,34,trinidad65@hotmail.com,+34846 076 497,cra 98 #47-38,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,Acer Swift 3,Acer,20.0,26000000.0,52000000.0,0,300000000,2021,2
28843,15/09/2019,04:55 a. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Simón Agustí,M,47,simón40@gmail.com,+34 887 64 13 33,cll 46 #26-14,Transferencia,Dell Inspiron 15,Dell,1,3000000,3000000,,,,,,,,,,,0,30000000,2019,9
28844,22/07/2018,06:15 a. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Flora Piñeiro Zorrilla,F,49,flora85@yahoo.com,+34 976426876,cll 89 #80-71,Billetera Digital,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,,,,,,,,,,,0,136000000,2018,7
28845,10/07/2024,12:33 p. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Juan Pablo Manuel Batalla Aranda,M,45,juan89@gmail.com,+34 981205514,cra 48 #77-29,Tarjeta Débito,HP Pavilion 15,HP,2,3500000,7000000,,,,,,,,,,,5,66500000,2024,7
28846,15/01/2015,03:15 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Isidoro del Rozas,M,21,isidoro48@yahoo.com,+34 684 468 210,cra 45 #29-9,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,,,,,,,,,,,5,26600000,2015,1
28847,05/04/2019,07:12 p. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Amaro Lozano Valenzuela,M,18,amaro64@gmail.com,+34 944575637,cra 80 #72-25,Billetera Digital,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,5,205200000,2019,4
28848,08/03/2017,04:19 p. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Andrea del Ojeda,F,39,andrea56@hotmail.com,+34 846 07 69 41,cll 72 #59-62,Tarjeta Crédito,Asus ZenBook 14,Asus,1,3800000,3800000,,,,,,,,,,,5,36100000,2017,3
28849,26/03/2022,11:36 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Anselma Puig,F,49,anselma28@yahoo.com,+34 901663240,cra 72 #75-7,Billetera Digital,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,,,,,,0,240000000,2022,3
28850,25/11/2014,06:43 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Omar Almansa Cortés,M,40,omar32@yahoo.com,+34875743774,cra 67 #40-53,Tarjeta Débito,Microsoft Surface Pro 9,Microsoft,2,4400000,8800000,HP Omen 16,HP,20.0,60000000.0,120000000.0,,,,,,0,208000000,2014,11
28851,11/04/2019,07:19 p. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Armida Cabrera Giménez,F,40,armida42@gmail.com,+34941 263 598,cll 77 #98-11,Tarjeta Crédito,Acer Aspire 5,Acer,1,2000000,2000000,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,,,,,,0,55000000,2019,4
28852,25/12/2017,02:40 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Mayte Portero Vélez,F,23,mayte46@gmail.com,+34823046108,cra 70 #37-84,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,0,175000000,2017,12
28853,21/08/2016,04:39 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Hernando Fonseca Pinilla,M,29,hernando6@hotmail.com,+34 957 43 13 42,cll 12 #95-29,Transferencia,HP Spectre x360,HP,1,5200000,5200000,,,,,,,,,,,1,46800000,2016,8
28854,26/10/2021,02:51 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Fabiola Yolanda Acero Rodrigo,F,26,fabiola76@gmail.com,+34 871 285 800,cll 45 #39-37,Tarjeta Débito,Dell XPS 13,Dell,2,4800000,9600000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,,,,,,5,140600000,2021,10
28855,21/08/2020,05:00 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Guiomar Portero,M,40,guiomar38@hotmail.com,+34982402906,cll 64 #16-53,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,HP Envy 13,HP,20.0,40000000.0,80000000.0,0,204000000,2020,8
28856,24/09/2016,08:14 a. m.,TechCore Bogotá #2,Bogotá,Olivia Armas Ayuso,Leonardo del Cadenas,M,22,leonardo3@gmail.com,+34 879 31 91 05,cra 82 #62-76,Tarjeta Débito,HP Omen 16,HP,2,6000000,12000000,Dell Alienware m15,Dell,10.0,80000000.0,80000000.0,,,,,,0,200000000,2016,9
28857,28/08/2017,05:26 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Valerio del Dominguez,M,22,valerio60@gmail.com,+34942933881,cll 62 #15-34,Tarjeta Débito,Acer Nitro 5,Acer,2,4000000,8000000,,,,,,,,,,,15,68000000,2017,8
28858,02/12/2017,12:06 a. m.,TechCore Bogotá #2,Bogotá,Olivia Armas Ayuso,Ale Bru-Gascón,M,24,ale37@gmail.com,+34 859 72 29 27,cll 10 #10-48,Tarjeta Débito,Apple MacBook Air M1,Apple,1,5500000,5500000,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,0,146000000,2017,12
28859,21/09/2019,01:56 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Pía Mancebo Posada,F,32,pía80@hotmail.com,+34 979 488 463,cra 97 #96-58,Tarjeta Crédito,Apple MacBook Pro 16,Apple,2,9600000,19200000,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,0,472000000,2019,9
28860,01/05/2017,12:31 a. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Virgilio Capdevila Bellido,M,31,virgilio38@yahoo.com,+34979 519 530,cra 62 #1-35,No especificado,Apple MacBook Air M1,Apple,2,5500000,11000000,,,,,,,,,,,0,110000000,2017,5
28861,06/07/2025,03:54 a. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Ciriaco Cardona-Garrido,M,46,ciriaco29@gmail.com,+34 710 343 072,cll 57 #86-23,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,,,,,,,,,,,0,72000000,2025,7
28862,16/11/2023,01:59 a. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Marco Vázquez Márquez,M,45,marco41@yahoo.com,+34 982197914,cll 88 #44-16,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,,,,,,,,,,,5,57000000,2023,11
28863,03/07/2022,04:34 a. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Jose Ramón del Salas,M,36,jose83@hotmail.com,+34 963 01 93 39,cra 86 #65-59,Tarjeta Débito,Asus ZenBook 14,Asus,1,3800000,3800000,Asus ROG Strix G15,Asus,10.0,64000000.0,64000000.0,,,,,,0,102000000,2022,7
28864,20/01/2017,11:34 p. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Bernardino Riba Morata,M,47,bernardino8@yahoo.com,+34 824733900,cra 1 #69-85,Tarjeta Crédito,Acer Predator Helios 300,Acer,2,5600000,11200000,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,Acer Aspire 5,Acer,10.0,20000000.0,20000000.0,0,276000000,2017,1
28865,04/03/2021,11:33 a. m.,TechCore Pereira,Pereira,Carina Parejo Carranza,Soledad Alcolea Estévez,F,26,soledad20@hotmail.com,+34968 544 637,cra 97 #68-19,Tarjeta Crédito,HP Pavilion 15,HP,1,3500000,3500000,,,,,,,,,,,5,33250000,2021,3
28866,11/06/2017,09:06 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Jorge Llorens Falcó,M,24,jorge89@gmail.com,+34 806 202 514,cra 6 #13-29,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,,,,,,0,102000000,2017,6
28867,02/07/2021,04:08 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Cristian Pina Sarmiento,M,22,cristian74@gmail.com,+34 983284126,cra 12 #94-8,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,HP Pavilion 15,HP,20.0,35000000.0,70000000.0,,,,,,0,122000000,2021,7
28868,03/03/2022,12:53 p. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Edelmiro Palomares Villalonga,M,39,edelmiro59@hotmail.com,+34974801501,cll 35 #31-66,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,Acer Aspire 5,Acer,10.0,20000000.0,20000000.0,,,,,,1,118800000,2022,3
28869,16/02/2022,04:08 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Jose Angel Escribano Almazán,M,35,jose42@yahoo.com,+34 739 099 541,cll 25 #90-38,No especificado,Apple MacBook Pro 16,Apple,1,9600000,9600000,Asus TUF Gaming A15,Asus,20.0,48000000.0,96000000.0,,,,,,5,182400000,2022,2
28870,08/04/2025,11:18 a. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Heriberto Arco Miguel,M,23,heriberto35@gmail.com,+34 975 712 120,cll 74 #33-14,Tarjeta Débito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,,,,,,15,81600000,2025,4
28871,03/12/2020,04:18 a. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Buenaventura Cesar Lerma Vazquez,M,50,buenaventura22@yahoo.com,+34 981 275 851,cra 18 #60-45,Billetera Digital,HP Spectre x360,HP,2,5200000,10400000,Apple MacBook Air M1,Apple,20.0,55000000.0,110000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,5,332500000,2020,12
28872,31/05/2015,06:36 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Cayetana Lorenza Ramis Alvarez,F,42,cayetana36@hotmail.com,+34 826589763,cll 20 #89-78,Tarjeta Crédito,Dell Alienware m15,Dell,1,8000000,8000000,Dell Latitude 7420,Dell,10.0,56000000.0,56000000.0,,,,,,0,136000000,2015,5
28873,05/08/2022,07:04 a. m.,TechCore Pereira,Pereira,Jose Angel Rovira Adadia,Carlito Ochoa Simó,M,28,carlito12@hotmail.com,+34 880 153 419,cll 99 #59-2,Tarjeta Crédito,Microsoft Surface Book 3,Microsoft,2,6400000,12800000,,,,,,,,,,,0,128000000,2022,8
28874,19/05/2023,07:38 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Hernán Juárez Ibarra,M,29,hernán57@yahoo.com,+34 976853798,cll 28 #38-85,Transferencia,Apple MacBook Pro 16,Apple,1,9600000,9600000,,,,,,,,,,,0,96000000,2023,5
28875,23/04/2025,06:28 p. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Gustavo Morán,M,41,gustavo38@gmail.com,+34806 514 907,cll 39 #33-59,No especificado,Asus ROG Strix G15,Asus,1,6400000,6400000,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,Asus VivoBook 15,Asus,10.0,24000000.0,24000000.0,1,118800000,2025,4
28876,14/02/2016,05:50 a. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Norberto de Boix,M,43,norberto49@gmail.com,+34 928 574 831,cll 95 #10-49,No especificado,Acer Aspire 5,Acer,1,2000000,2000000,,,,,,,,,,,5,19000000,2016,2
28877,16/08/2023,08:09 p. m.,TechCore Cali,No especificado,Clímaco Salinas Zabaleta,Elías Lobato Arana,M,19,elías98@yahoo.com,+34871 30 59 03,cll 62 #63-9,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,Dell Alienware m15,Dell,10.0,80000000.0,80000000.0,,,,,,0,224000000,2023,8
28878,18/09/2024,07:35 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Iván Cobo Ariño,M,51,iván39@gmail.com,+34925 200 155,cra 67 #9-23,Tarjeta Débito,HP Envy 13,HP,2,4000000,8000000,,,,,,,,,,,1,72000000,2024,9
28879,22/10/2024,05:01 a. m.,TechCore Bogotá #1,Bogotá,Aura del Bermúdez,Dionisio Mendoza Quintanilla,M,40,dionisio26@gmail.com,+34828 26 12 69,cll 84 #67-10,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,,,,,,,,,,,1,100800000,2024,10
28880,30/05/2025,07:26 a. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Maximiano Alcaraz,M,42,maximiano68@yahoo.com,+34 841 73 16 22,cra 71 #41-5,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,,,,,,,,,,,5,26600000,2025,5
28881,31/12/2015,05:36 a. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Dorita Tomás,F,22,dorita40@gmail.com,+34613 17 81 38,cll 70 #99-98,Tarjeta Débito,Samsung Galaxy Book Flex,Samsung,2,5600000,11200000,Apple iMac 24,Apple,20.0,64000000.0,128000000.0,HP Omen 16,HP,10.0,60000000.0,60000000.0,5,285000000,2015,12
28882,09/04/2024,05:35 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Ximena Perez Tejada,F,40,ximena83@hotmail.com,+34877 31 15 53,cll 33 #25-66,Efectivo,HP Envy 13,HP,2,4000000,8000000,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,Asus ZenBook 14,Asus,10.0,38000000.0,38000000.0,0,162000000,2024,4
28883,18/07/2021,05:33 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Olimpia Sanjuan Nieto,F,38,olimpia88@hotmail.com,+34 806 25 56 10,cra 70 #4-5,Tarjeta Crédito,HP Pavilion 15,HP,2,3500000,7000000,Acer Predator Helios 300,Acer,10.0,56000000.0,56000000.0,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,0,238000000,2021,7
28884,19/01/2019,10:23 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Leonel Cañete Ribera,M,18,leonel46@gmail.com,+34841 590 906,cll 39 #81-57,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,Asus VivoBook 15,Asus,10.0,24000000.0,24000000.0,0,232000000,2019,1
